"ID";"RegioS";"Perioden";"TotaleBevolking_1"
"8939";"GM0789";"2024JJ00";""
"8965";"GM0159";"2020JJ00";""
"8966";"GM0159";"2021JJ00";""
"8967";"GM0159";"2022JJ00";""
"8968";"GM0159";"2023JJ00";""
"8969";"GM0159";"2024JJ00";""
"8995";"GM0160";"2020JJ00";"   60948"
"8996";"GM0160";"2021JJ00";"   61357"
"8997";"GM0160";"2022JJ00";"   61798"
"8998";"GM0160";"2023JJ00";"   62509"
"8999";"GM0160";"2024JJ00";"   62932"
"9025";"GM0243";"2020JJ00";"   48414"
"9026";"GM0243";"2021JJ00";"   48726"
"9027";"GM0243";"2022JJ00";"   48857"
"9028";"GM0243";"2023JJ00";"   48906"
"9029";"GM0243";"2024JJ00";"   49387"
"9055";"GM0523";"2020JJ00";"   18295"
"9056";"GM0523";"2021JJ00";"   18413"
"9057";"GM0523";"2022JJ00";"   18511"
"9058";"GM0523";"2023JJ00";"   18681"
"9059";"GM0523";"2024JJ00";"   18762"
"9085";"GM0017";"2020JJ00";""
"9086";"GM0017";"2021JJ00";""
"9087";"GM0017";"2022JJ00";""
"9088";"GM0017";"2023JJ00";""
"9089";"GM0017";"2024JJ00";""
"9115";"GM0395";"2020JJ00";""
"9116";"GM0395";"2021JJ00";""
"9117";"GM0395";"2022JJ00";""
"9118";"GM0395";"2023JJ00";""
"9119";"GM0395";"2024JJ00";""
"9145";"GM0072";"2020JJ00";"   15722"
"9146";"GM0072";"2021JJ00";"   15807"
"9147";"GM0072";"2022JJ00";"   15904"
"9148";"GM0072";"2023JJ00";"   16188"
"9149";"GM0072";"2024JJ00";"   16229"
"9175";"GM0318";"2020JJ00";""
"9176";"GM0318";"2021JJ00";""
"9177";"GM0318";"2022JJ00";""
"9178";"GM0318";"2023JJ00";""
"9179";"GM0318";"2024JJ00";""
"9205";"GM0161";"2020JJ00";""
"9206";"GM0161";"2021JJ00";""
"9207";"GM0161";"2022JJ00";""
"9208";"GM0161";"2023JJ00";""
"9209";"GM0161";"2024JJ00";""
"9235";"GM0244";"2020JJ00";"   12209"
"9236";"GM0244";"2021JJ00";"   12228"
"9237";"GM0244";"2022JJ00";"   12307"
"9238";"GM0244";"2023JJ00";"   12563"
"9239";"GM0244";"2024JJ00";"   12624"
"9265";"GM0117";"2020JJ00";""
"9266";"GM0117";"2021JJ00";""
"9267";"GM0117";"2022JJ00";""
"9268";"GM0117";"2023JJ00";""
"9269";"GM0117";"2024JJ00";""
"9295";"GM0245";"2020JJ00";""
"9296";"GM0245";"2021JJ00";""
"9297";"GM0245";"2022JJ00";""
"9298";"GM0245";"2023JJ00";""
"9299";"GM0245";"2024JJ00";""
"9325";"GM1937";"2020JJ00";""
"9326";"GM1937";"2021JJ00";""
"9327";"GM1937";"2022JJ00";""
"9328";"GM1937";"2023JJ00";""
"9329";"GM1937";"2024JJ00";""
"9355";"GM0396";"2020JJ00";"   39182"
"9356";"GM0396";"2021JJ00";"   39191"
"9357";"GM0396";"2022JJ00";"   39189"
"9358";"GM0396";"2023JJ00";"   39431"
"9359";"GM0396";"2024JJ00";"   39452"
"9385";"GM0397";"2020JJ00";"   27234"
"9386";"GM0397";"2021JJ00";"   27545"
"9387";"GM0397";"2022JJ00";"   27557"
"9388";"GM0397";"2023JJ00";"   27778"
"9389";"GM0397";"2024JJ00";"   27593"
"9415";"GM0246";"2020JJ00";"   18589"
"9416";"GM0246";"2021JJ00";"   18776"
"9417";"GM0246";"2022JJ00";"   18976"
"9418";"GM0246";"2023JJ00";"   19214"
"9419";"GM0246";"2024JJ00";"   19226"
"9445";"GM0074";"2020JJ00";"   50493"
"9446";"GM0074";"2021JJ00";"   50650"
"9447";"GM0074";"2022JJ00";"   51119"
"9448";"GM0074";"2023JJ00";"   51637"
"9449";"GM0074";"2024JJ00";"   51787"
"9475";"GM0247";"2020JJ00";""
"9476";"GM0247";"2021JJ00";""
"9477";"GM0247";"2022JJ00";""
"9478";"GM0247";"2023JJ00";""
"9479";"GM0247";"2024JJ00";""
"9505";"GM0398";"2020JJ00";"   57587"
"9506";"GM0398";"2021JJ00";"   58387"
"9507";"GM0398";"2022JJ00";""
"9508";"GM0398";"2023JJ00";""
"9509";"GM0398";"2024JJ00";""
"9535";"GM0526";"2020JJ00";""
"9536";"GM0526";"2021JJ00";""
"9537";"GM0526";"2022JJ00";""
"9538";"GM0526";"2023JJ00";""
"9539";"GM0526";"2024JJ00";""
"9565";"GM0917";"2020JJ00";"   87086"
"9566";"GM0917";"2021JJ00";"   86936"
"9567";"GM0917";"2022JJ00";"   86845"
"9568";"GM0917";"2023JJ00";"   87122"
"9569";"GM0917";"2024JJ00";"   87461"
"9595";"GM0791";"2020JJ00";""
"9596";"GM0791";"2021JJ00";""
"9597";"GM0791";"2022JJ00";""
"9598";"GM0791";"2023JJ00";""
"9599";"GM0791";"2024JJ00";""
"9625";"GM0793";"2020JJ00";""
"9626";"GM0793";"2021JJ00";""
"9627";"GM0793";"2022JJ00";""
"9628";"GM0793";"2023JJ00";""
"9629";"GM0793";"2024JJ00";""
"9655";"GM1658";"2020JJ00";"   16152"
"9656";"GM1658";"2021JJ00";"   16243"
"9657";"GM1658";"2022JJ00";"   16470"
"9658";"GM1658";"2023JJ00";"   16627"
"9659";"GM1658";"2024JJ00";"   16807"
"9685";"GM0399";"2020JJ00";"   23968"
"9686";"GM0399";"2021JJ00";"   24144"
"9687";"GM0399";"2022JJ00";"   24417"
"9688";"GM0399";"2023JJ00";"   24319"
"9689";"GM0399";"2024JJ00";"   24312"
"9715";"GM0162";"2020JJ00";""
"9716";"GM0162";"2021JJ00";""
"9717";"GM0162";"2022JJ00";""
"9718";"GM0162";"2023JJ00";""
"9719";"GM0162";"2024JJ00";""
"9745";"GM0918";"2020JJ00";""
"9746";"GM0918";"2021JJ00";""
"9747";"GM0918";"2022JJ00";""
"9748";"GM0918";"2023JJ00";""
"9749";"GM0918";"2024JJ00";""
"9775";"GM0400";"2020JJ00";"   56296"
"9776";"GM0400";"2021JJ00";"   56582"
"9777";"GM0400";"2022JJ00";"   56334"
"9778";"GM0400";"2023JJ00";"   56539"
"9779";"GM0400";"2024JJ00";"   56432"
"9805";"GM0163";"2020JJ00";"   35916"
"9806";"GM0163";"2021JJ00";"   35932"
"9807";"GM0163";"2022JJ00";"   35940"
"9808";"GM0163";"2023JJ00";"   36261"
"9809";"GM0163";"2024JJ00";"   36264"
"9835";"GM0530";"2020JJ00";"   40142"
"9836";"GM0530";"2021JJ00";"   40312"
"9837";"GM0530";"2022JJ00";"   40574"
"9838";"GM0530";"2023JJ00";""
"9839";"GM0530";"2024JJ00";""
"9865";"GM0794";"2020JJ00";"   92423"
"9866";"GM0794";"2021JJ00";"   92627"
"9867";"GM0794";"2022JJ00";"   93476"
"9868";"GM0794";"2023JJ00";"   94898"
"9869";"GM0794";"2024JJ00";"   95874"
"9895";"GM0795";"2020JJ00";""
"9896";"GM0795";"2021JJ00";""
"9897";"GM0795";"2022JJ00";""
"9898";"GM0795";"2023JJ00";""
"9899";"GM0795";"2024JJ00";""
"9925";"GM0531";"2020JJ00";"   31202"
"9926";"GM0531";"2021JJ00";"   31258"
"9927";"GM0531";"2022JJ00";"   31663"
"9928";"GM0531";"2023JJ00";"   32183"
"9929";"GM0531";"2024JJ00";"   32689"
"9955";"GM0248";"2020JJ00";""
"9956";"GM0248";"2021JJ00";""
"9957";"GM0248";"2022JJ00";""
"9958";"GM0248";"2023JJ00";""
"9959";"GM0248";"2024JJ00";""
"9985";"GM0164";"2020JJ00";"   81140"
"9986";"GM0164";"2021JJ00";"   81049"
"9987";"GM0164";"2022JJ00";"   81476"
"9988";"GM0164";"2023JJ00";"   82311"
"9989";"GM0164";"2024JJ00";"   83058"
"10015";"GM0796";"2020JJ00";"  155111"
"10016";"GM0796";"2021JJ00";"  155490"
"10017";"GM0796";"2022JJ00";"  156538"
"10018";"GM0796";"2023JJ00";"  158753"
"10019";"GM0796";"2024JJ00";"  160757"
"10045";"GM0251";"2020JJ00";""
"10046";"GM0251";"2021JJ00";""
"10047";"GM0251";"2022JJ00";""
"10048";"GM0251";"2023JJ00";""
"10049";"GM0251";"2024JJ00";""
"10075";"GM0252";"2020JJ00";"   16454"
"10076";"GM0252";"2021JJ00";"   16569"
"10077";"GM0252";"2022JJ00";"   17175"
"10078";"GM0252";"2023JJ00";"   16824"
"10079";"GM0252";"2024JJ00";"   16836"
"10105";"GM0797";"2020JJ00";"   44692"
"10106";"GM0797";"2021JJ00";"   45005"
"10107";"GM0797";"2022JJ00";"   45557"
"10108";"GM0797";"2023JJ00";"   45830"
"10109";"GM0797";"2024JJ00";"   46026"
"10135";"GM0920";"2020JJ00";""
"10136";"GM0920";"2021JJ00";""
"10137";"GM0920";"2022JJ00";""
"10138";"GM0920";"2023JJ00";""
"10139";"GM0920";"2024JJ00";""
"10165";"GM0534";"2020JJ00";"   22209"
"10166";"GM0534";"2021JJ00";"   22197"
"10167";"GM0534";"2022JJ00";"   22312"
"10168";"GM0534";"2023JJ00";"   22453"
"10169";"GM0534";"2024JJ00";"   22822"
"10195";"GM0798";"2020JJ00";"   15518"
"10196";"GM0798";"2021JJ00";"   15698"
"10197";"GM0798";"2022JJ00";"   15810"
"10198";"GM0798";"2023JJ00";"   15949"
"10199";"GM0798";"2024JJ00";"   15961"
"10225";"GM0402";"2020JJ00";"   90831"
"10226";"GM0402";"2021JJ00";"   91235"
"10227";"GM0402";"2022JJ00";"   91733"
"10228";"GM0402";"2023JJ00";"   93345"
"10229";"GM0402";"2024JJ00";"   94435"
"10255";"GM1963";"2020JJ00";"   87401"
"10256";"GM1963";"2021JJ00";"   88047"
"10257";"GM1963";"2022JJ00";"   88715"
"10258";"GM1963";"2023JJ00";"   89760"
"10259";"GM1963";"2024JJ00";"   90256"
"10285";"GM0253";"2020JJ00";""
"10286";"GM0253";"2021JJ00";""
"10287";"GM0253";"2022JJ00";""
"10288";"GM0253";"2023JJ00";""
"10289";"GM0253";"2024JJ00";""
"10315";"GM0799";"2020JJ00";""
"10316";"GM0799";"2021JJ00";""
"10317";"GM0799";"2022JJ00";""
"10318";"GM0799";"2023JJ00";""
"10319";"GM0799";"2024JJ00";""
"10345";"GM1735";"2020JJ00";"   35017"
"10346";"GM1735";"2021JJ00";"   35040"
"10347";"GM1735";"2022JJ00";"   35056"
"10348";"GM1735";"2023JJ00";"   35455"
"10349";"GM1735";"2024JJ00";"   35446"
"10375";"GM1966";"2020JJ00";"   47801"
"10376";"GM1966";"2021JJ00";"   47834"
"10377";"GM1966";"2022JJ00";"   48022"
"10378";"GM1966";"2023JJ00";"   48298"
"10379";"GM1966";"2024JJ00";"   48224"
"10405";"GM1911";"2020JJ00";"   48432"
"10406";"GM1911";"2021JJ00";"   48583"
"10407";"GM1911";"2022JJ00";"   48778"
"10408";"GM1911";"2023JJ00";"   49431"
"10409";"GM1911";"2024JJ00";"   49522"
"10435";"GM0165";"2020JJ00";""
"10436";"GM0165";"2021JJ00";""
"10437";"GM0165";"2022JJ00";""
"10438";"GM0165";"2023JJ00";""
"10439";"GM0165";"2024JJ00";""
"10465";"GM0675";"2020JJ00";""
"10466";"GM0675";"2021JJ00";""
"10467";"GM0675";"2022JJ00";""
"10468";"GM0675";"2023JJ00";""
"10469";"GM0675";"2024JJ00";""
"10495";"GM0801";"2020JJ00";""
"10496";"GM0801";"2021JJ00";""
"10497";"GM0801";"2022JJ00";""
"10498";"GM0801";"2023JJ00";""
"10499";"GM0801";"2024JJ00";""
"10525";"GM0802";"2020JJ00";""
"10526";"GM0802";"2021JJ00";""
"10527";"GM0802";"2022JJ00";""
"10528";"GM0802";"2023JJ00";""
"10529";"GM0802";"2024JJ00";""
"10555";"GM0800";"2020JJ00";""
"10556";"GM0800";"2021JJ00";""
"10557";"GM0800";"2022JJ00";""
"10558";"GM0800";"2023JJ00";""
"10559";"GM0800";"2024JJ00";""
"10585";"GM0118";"2020JJ00";"   55699"
"10586";"GM0118";"2021JJ00";"   55603"
"10587";"GM0118";"2022JJ00";"   55857"
"10588";"GM0118";"2023JJ00";"   56433"
"10589";"GM0118";"2024JJ00";"   56591"
"10615";"GM0018";"2020JJ00";""
"10616";"GM0018";"2021JJ00";""
"10617";"GM0018";"2022JJ00";""
"10618";"GM0018";"2023JJ00";""
"10619";"GM0018";"2024JJ00";""
"10645";"GM0405";"2020JJ00";"   73261"
"10646";"GM0405";"2021JJ00";"   73619"
"10647";"GM0405";"2022JJ00";"   74298"
"10648";"GM0405";"2023JJ00";"   75216"
"10649";"GM0405";"2024JJ00";"   75645"
"10675";"GM0923";"2020JJ00";""
"10676";"GM0923";"2021JJ00";""
"10677";"GM0923";"2022JJ00";""
"10678";"GM0923";"2023JJ00";""
"10679";"GM0923";"2024JJ00";""
"10705";"GM1507";"2020JJ00";"   42429"
"10706";"GM1507";"2021JJ00";"   42487"
"10707";"GM1507";"2022JJ00";"   43039"
"10708";"GM1507";"2023JJ00";"   43641"
"10709";"GM1507";"2024JJ00";"   43917"
"10735";"GM0321";"2020JJ00";"   50146"
"10736";"GM0321";"2021JJ00";"   50223"
"10737";"GM0321";"2022JJ00";"   50323"
"10738";"GM0321";"2023JJ00";"   50581"
"10739";"GM0321";"2024JJ00";"   50847"
"10765";"GM0803";"2020JJ00";""
"10766";"GM0803";"2021JJ00";""
"10767";"GM0803";"2022JJ00";""
"10768";"GM0803";"2023JJ00";""
"10769";"GM0803";"2024JJ00";""
"10795";"GM0255";"2020JJ00";""
"10796";"GM0255";"2021JJ00";""
"10797";"GM0255";"2022JJ00";""
"10798";"GM0255";"2023JJ00";""
"10799";"GM0255";"2024JJ00";""
"10825";"GM0406";"2020JJ00";"   41273"
"10826";"GM0406";"2021JJ00";"   41090"
"10827";"GM0406";"2022JJ00";"   40938"
"10828";"GM0406";"2023JJ00";"   41252"
"10829";"GM0406";"2024JJ00";"   41193"
"10855";"GM0677";"2020JJ00";"   27556"
"10856";"GM0677";"2021JJ00";"   27575"
"10857";"GM0677";"2022JJ00";"   27533"
"10858";"GM0677";"2023JJ00";"   27596"
"10859";"GM0677";"2024JJ00";"   27330"
"10885";"GM0256";"2020JJ00";""
"10886";"GM0256";"2021JJ00";""
"10887";"GM0256";"2022JJ00";""
"10888";"GM0256";"2023JJ00";""
"10889";"GM0256";"2024JJ00";""
"10915";"GM0925";"2020JJ00";""
"10916";"GM0925";"2021JJ00";""
"10917";"GM0925";"2022JJ00";""
"10918";"GM0925";"2023JJ00";""
"10919";"GM0925";"2024JJ00";""
"10945";"GM0195";"2020JJ00";""
"10946";"GM0195";"2021JJ00";""
"10947";"GM0195";"2022JJ00";""
"10948";"GM0195";"2023JJ00";""
"10949";"GM0195";"2024JJ00";""
"10975";"GM0191";"2020JJ00";""
"10976";"GM0191";"2021JJ00";""
"10977";"GM0191";"2022JJ00";""
"10978";"GM0191";"2023JJ00";""
"10979";"GM0191";"2024JJ00";""
"11005";"GM0353";"2020JJ00";"   34109"
"11006";"GM0353";"2021JJ00";"   33819"
"11007";"GM0353";"2022JJ00";"   33429"
"11008";"GM0353";"2023JJ00";"   33492"
"11009";"GM0353";"2024JJ00";"   33421"
"11035";"GM0645";"2020JJ00";""
"11036";"GM0645";"2021JJ00";""
"11037";"GM0645";"2022JJ00";""
"11038";"GM0645";"2023JJ00";""
"11039";"GM0645";"2024JJ00";""
"11065";"GM1884";"2020JJ00";"   27297"
"11066";"GM1884";"2021JJ00";"   27541"
"11067";"GM1884";"2022JJ00";"   27895"
"11068";"GM1884";"2023JJ00";"   28573"
"11069";"GM1884";"2024JJ00";"   29168"
"11095";"GM0166";"2020JJ00";"   54319"
"11096";"GM0166";"2021JJ00";"   54474"
"11097";"GM0166";"2022JJ00";"   54791"
"11098";"GM0166";"2023JJ00";"   55614"
"11099";"GM0166";"2024JJ00";"   56177"
"11125";"GM0678";"2020JJ00";"   12695"
"11126";"GM0678";"2021JJ00";"   12882"
"11127";"GM0678";"2022JJ00";"   13020"
"11128";"GM0678";"2023JJ00";"   13051"
"11129";"GM0678";"2024JJ00";"   13009"
"11155";"GM0537";"2020JJ00";"   65753"
"11156";"GM0537";"2021JJ00";"   65995"
"11157";"GM0537";"2022JJ00";"   66032"
"11158";"GM0537";"2023JJ00";"   66607"
"11159";"GM0537";"2024JJ00";"   66966"
"11185";"GM0928";"2020JJ00";"   45749"
"11186";"GM0928";"2021JJ00";"   45442"
"11187";"GM0928";"2022JJ00";"   45324"
"11188";"GM0928";"2023JJ00";"   45620"
"11189";"GM0928";"2024JJ00";"   45311"
"11215";"GM0257";"2020JJ00";""
"11216";"GM0257";"2021JJ00";""
"11217";"GM0257";"2022JJ00";""
"11218";"GM0257";"2023JJ00";""
"11219";"GM0257";"2024JJ00";""
"11245";"GM0929";"2020JJ00";""
"11246";"GM0929";"2021JJ00";""
"11247";"GM0929";"2022JJ00";""
"11248";"GM0929";"2023JJ00";""
"11249";"GM0929";"2024JJ00";""
"11275";"GM0258";"2020JJ00";""
"11276";"GM0258";"2021JJ00";""
"11277";"GM0258";"2022JJ00";""
"11278";"GM0258";"2023JJ00";""
"11279";"GM0258";"2024JJ00";""
"11305";"GM0804";"2020JJ00";""
"11306";"GM0804";"2021JJ00";""
"11307";"GM0804";"2022JJ00";""
"11308";"GM0804";"2023JJ00";""
"11309";"GM0804";"2024JJ00";""
"11335";"GM1598";"2020JJ00";"   22749"
"11336";"GM1598";"2021JJ00";"   22940"
"11337";"GM1598";"2022JJ00";"   23048"
"11338";"GM1598";"2023JJ00";"   23509"
"11339";"GM1598";"2024JJ00";"   23587"
"11365";"GM0079";"2020JJ00";""
"11366";"GM0079";"2021JJ00";""
"11367";"GM0079";"2022JJ00";""
"11368";"GM0079";"2023JJ00";""
"11369";"GM0079";"2024JJ00";""
"11395";"GM0588";"2020JJ00";""
"11396";"GM0588";"2021JJ00";""
"11397";"GM0588";"2022JJ00";""
"11398";"GM0588";"2023JJ00";""
"11399";"GM0588";"2024JJ00";""
"11425";"GM0542";"2020JJ00";"   29526"
"11426";"GM0542";"2021JJ00";"   29410"
"11427";"GM0542";"2022JJ00";"   29415"
"11428";"GM0542";"2023JJ00";"   29504"
"11429";"GM0542";"2024JJ00";"   29626"
"11455";"GM1931";"2020JJ00";"   56319"
"11456";"GM1931";"2021JJ00";"   56622"
"11457";"GM1931";"2022JJ00";"   57062"
"11458";"GM1931";"2023JJ00";"   57700"
"11459";"GM1931";"2024JJ00";"   57785"
"11485";"GM1659";"2020JJ00";"   22523"
"11486";"GM1659";"2021JJ00";"   22805"
"11487";"GM1659";"2022JJ00";"   22943"
"11488";"GM1659";"2023JJ00";"   23260"
"11489";"GM1659";"2024JJ00";"   23220"
"11515";"GM1982";"2020JJ00";""
"11516";"GM1982";"2021JJ00";""
"11517";"GM1982";"2022JJ00";"   90707"
"11518";"GM1982";"2023JJ00";"   91423"
"11519";"GM1982";"2024JJ00";"   91722"
"11545";"GM1685";"2020JJ00";"   15730"
"11546";"GM1685";"2021JJ00";"   15817"
"11547";"GM1685";"2022JJ00";""
"11548";"GM1685";"2023JJ00";""
"11549";"GM1685";"2024JJ00";""
"11575";"GM0882";"2020JJ00";"   37445"
"11576";"GM0882";"2021JJ00";"   37262"
"11577";"GM0882";"2022JJ00";"   37023"
"11578";"GM0882";"2023JJ00";"   37175"
"11579";"GM0882";"2024JJ00";"   37112"
"11605";"GM0415";"2020JJ00";"   11491"
"11606";"GM0415";"2021JJ00";"   11565"
"11607";"GM0415";"2022JJ00";"   11560"
"11608";"GM0415";"2023JJ00";"   11705"
"11609";"GM0415";"2024JJ00";"   11661"
"11635";"GM0325";"2020JJ00";""
"11636";"GM0325";"2021JJ00";""
"11637";"GM0325";"2022JJ00";""
"11638";"GM0325";"2023JJ00";""
"11639";"GM0325";"2024JJ00";""
"11665";"GM0416";"2020JJ00";"   28163"
"11666";"GM0416";"2021JJ00";"   28335"
"11667";"GM0416";"2022JJ00";""
"11668";"GM0416";"2023JJ00";""
"11669";"GM0416";"2024JJ00";""
"11695";"GM1621";"2020JJ00";"   62384"
"11696";"GM1621";"2021JJ00";"   63363"
"11697";"GM1621";"2022JJ00";"   64110"
"11698";"GM1621";"2023JJ00";"   64754"
"11699";"GM1621";"2024JJ00";"   65594"
"11725";"GM0417";"2020JJ00";"   11280"
"11726";"GM0417";"2021JJ00";"   11398"
"11727";"GM0417";"2022JJ00";"   11528"
"11728";"GM0417";"2023JJ00";"   11712"
"11729";"GM0417";"2024JJ00";"   11439"
"11755";"GM0022";"2020JJ00";""
"11756";"GM0022";"2021JJ00";""
"11757";"GM0022";"2022JJ00";""
"11758";"GM0022";"2023JJ00";""
"11759";"GM0022";"2024JJ00";""
"11785";"GM0805";"2020JJ00";""
"11786";"GM0805";"2021JJ00";""
"11787";"GM0805";"2022JJ00";""
"11788";"GM0805";"2023JJ00";""
"11789";"GM0805";"2024JJ00";""
"11815";"GM0545";"2020JJ00";""
"11816";"GM0545";"2021JJ00";""
"11817";"GM0545";"2022JJ00";""
"11818";"GM0545";"2023JJ00";""
"11819";"GM0545";"2024JJ00";""
"11845";"GM0326";"2020JJ00";""
"11846";"GM0326";"2021JJ00";""
"11847";"GM0326";"2022JJ00";""
"11848";"GM0326";"2023JJ00";""
"11849";"GM0326";"2024JJ00";""
"11875";"GM0080";"2020JJ00";"  124084"
"11876";"GM0080";"2021JJ00";"  124481"
"11877";"GM0080";"2022JJ00";"  125504"
"11878";"GM0080";"2023JJ00";"  127073"
"11879";"GM0080";"2024JJ00";"  128810"
"11905";"GM0081";"2020JJ00";""
"11906";"GM0081";"2021JJ00";""
"11907";"GM0081";"2022JJ00";""
"11908";"GM0081";"2023JJ00";""
"11909";"GM0081";"2024JJ00";""
"11935";"GM0546";"2020JJ00";"  125099"
"11936";"GM0546";"2021JJ00";"  124093"
"11937";"GM0546";"2022JJ00";"  125074"
"11938";"GM0546";"2023JJ00";"  127089"
"11939";"GM0546";"2024JJ00";"  130108"
"11965";"GM0547";"2020JJ00";"   27056"
"11966";"GM0547";"2021JJ00";"   27377"
"11967";"GM0547";"2022JJ00";"   27464"
"11968";"GM0547";"2023JJ00";"   27657"
"11969";"GM0547";"2024JJ00";"   27736"
"11995";"GM0548";"2020JJ00";""
"11996";"GM0548";"2021JJ00";""
"11997";"GM0548";"2022JJ00";""
"11998";"GM0548";"2023JJ00";""
"11999";"GM0548";"2024JJ00";""
"12025";"GM1916";"2020JJ00";"   76534"
"12026";"GM1916";"2021JJ00";"   76433"
"12027";"GM1916";"2022JJ00";"   76659"
"12028";"GM1916";"2023JJ00";"   77753"
"12029";"GM1916";"2024JJ00";"   78229"
"12055";"GM0995";"2020JJ00";"   78598"
"12056";"GM0995";"2021JJ00";"   79811"
"12057";"GM0995";"2022JJ00";"   81214"
"12058";"GM0995";"2023JJ00";"   83033"
"12059";"GM0995";"2024JJ00";"   84080"
"12085";"GM0082";"2020JJ00";""
"12086";"GM0082";"2021JJ00";""
"12087";"GM0082";"2022JJ00";""
"12088";"GM0082";"2023JJ00";""
"12089";"GM0082";"2024JJ00";""
"12115";"GM1640";"2020JJ00";"   35879"
"12116";"GM1640";"2021JJ00";"   36045"
"12117";"GM1640";"2022JJ00";"   35928"
"12118";"GM1640";"2023JJ00";"   36141"
"12119";"GM1640";"2024JJ00";"   36006"
"12145";"GM0327";"2020JJ00";"   30401"
"12146";"GM0327";"2021JJ00";"   30544"
"12147";"GM0327";"2022JJ00";"   30713"
"12148";"GM0327";"2023JJ00";"   31467"
"12149";"GM0327";"2024JJ00";"   31681"
"12175";"GM0260";"2020JJ00";""
"12176";"GM0260";"2021JJ00";""
"12177";"GM0260";"2022JJ00";""
"12178";"GM0260";"2023JJ00";""
"12179";"GM0260";"2024JJ00";""
"12205";"GM1673";"2020JJ00";""
"12206";"GM1673";"2021JJ00";""
"12207";"GM1673";"2022JJ00";""
"12208";"GM1673";"2023JJ00";""
"12209";"GM1673";"2024JJ00";""
"12235";"GM0806";"2020JJ00";""
"12236";"GM0806";"2021JJ00";""
"12237";"GM0806";"2022JJ00";""
"12238";"GM0806";"2023JJ00";""
"12239";"GM0806";"2024JJ00";""
"12265";"GM0261";"2020JJ00";""
"12266";"GM0261";"2021JJ00";""
"12267";"GM0261";"2022JJ00";""
"12268";"GM0261";"2023JJ00";""
"12269";"GM0261";"2024JJ00";""
"12295";"GM0552";"2020JJ00";""
"12296";"GM0552";"2021JJ00";""
"12297";"GM0552";"2022JJ00";""
"12298";"GM0552";"2023JJ00";""
"12299";"GM0552";"2024JJ00";""
"12325";"GM0807";"2020JJ00";""
"12326";"GM0807";"2021JJ00";""
"12327";"GM0807";"2022JJ00";""
"12328";"GM0807";"2023JJ00";""
"12329";"GM0807";"2024JJ00";""
"12355";"GM0694";"2020JJ00";""
"12356";"GM0694";"2021JJ00";""
"12357";"GM0694";"2022JJ00";""
"12358";"GM0694";"2023JJ00";""
"12359";"GM0694";"2024JJ00";""
"12385";"GM0418";"2020JJ00";""
"12386";"GM0418";"2021JJ00";""
"12387";"GM0418";"2022JJ00";""
"12388";"GM0418";"2023JJ00";""
"12389";"GM0418";"2024JJ00";""
"12415";"GM0733";"2020JJ00";""
"12416";"GM0733";"2021JJ00";""
"12417";"GM0733";"2022JJ00";""
"12418";"GM0733";"2023JJ00";""
"12419";"GM0733";"2024JJ00";""
"12445";"GM1705";"2020JJ00";"   46601"
"12446";"GM1705";"2021JJ00";"   46822"
"12447";"GM1705";"2022JJ00";"   46963"
"12448";"GM1705";"2023JJ00";"   47220"
"12449";"GM1705";"2024JJ00";"   47314"
"12475";"GM0553";"2020JJ00";"   22955"
"12476";"GM0553";"2021JJ00";"   22982"
"12477";"GM0553";"2022JJ00";"   23015"
"12478";"GM0553";"2023JJ00";"   23390"
"12479";"GM0553";"2024JJ00";"   23447"
"12505";"GM0808";"2020JJ00";""
"12506";"GM0808";"2021JJ00";""
"12507";"GM0808";"2022JJ00";""
"12508";"GM0808";"2023JJ00";""
"12509";"GM0808";"2024JJ00";""
"12535";"GM0140";"2020JJ00";""
"12536";"GM0140";"2021JJ00";""
"12537";"GM0140";"2022JJ00";""
"12538";"GM0140";"2023JJ00";""
"12539";"GM0140";"2024JJ00";""
"12565";"GM0262";"2020JJ00";"   33729"
"12566";"GM0262";"2021JJ00";"   33948"
"12567";"GM0262";"2022JJ00";"   34069"
"12568";"GM0262";"2023JJ00";"   34314"
"12569";"GM0262";"2024JJ00";"   34289"
"12595";"GM0329";"2020JJ00";""
"12596";"GM0329";"2021JJ00";""
"12597";"GM0329";"2022JJ00";""
"12598";"GM0329";"2023JJ00";""
"12599";"GM0329";"2024JJ00";""
"12625";"GM0809";"2020JJ00";"   23408"
"12626";"GM0809";"2021JJ00";"   23504"
"12627";"GM0809";"2022JJ00";"   23768"
"12628";"GM0809";"2023JJ00";"   23797"
"12629";"GM0809";"2024JJ00";"   23850"
"12655";"GM0330";"2020JJ00";""
"12656";"GM0330";"2021JJ00";""
"12657";"GM0330";"2022JJ00";""
"12658";"GM0330";"2023JJ00";""
"12659";"GM0330";"2024JJ00";""
"12685";"GM0331";"2020JJ00";"   14467"
"12686";"GM0331";"2021JJ00";"   14456"
"12687";"GM0331";"2022JJ00";"   14512"
"12688";"GM0331";"2023JJ00";"   14704"
"12689";"GM0331";"2024JJ00";"   14724"
"12715";"GM0024";"2020JJ00";"    9537"
"12716";"GM0024";"2021JJ00";""
"12717";"GM0024";"2022JJ00";""
"12718";"GM0024";"2023JJ00";""
"12719";"GM0024";"2024JJ00";""
"12745";"GM0168";"2020JJ00";"   22683"
"12746";"GM0168";"2021JJ00";"   22888"
"12747";"GM0168";"2022JJ00";"   23084"
"12748";"GM0168";"2023JJ00";"   23362"
