"ID";"RegioS";"Perioden";"TotaleBevolking_1"
"20399";"GM0983";"2024JJ00";"  103789"
"20425";"GM0984";"2020JJ00";"   43614"
"20426";"GM0984";"2021JJ00";"   43713"
"20427";"GM0984";"2022JJ00";"   43964"
"20428";"GM0984";"2023JJ00";"   44628"
"20429";"GM0984";"2024JJ00";"   44662"
"20455";"GM0862";"2020JJ00";""
"20456";"GM0862";"2021JJ00";""
"20457";"GM0862";"2022JJ00";""
"20458";"GM0862";"2023JJ00";""
"20459";"GM0862";"2024JJ00";""
"20485";"GM0620";"2020JJ00";""
"20486";"GM0620";"2021JJ00";""
"20487";"GM0620";"2022JJ00";""
"20488";"GM0620";"2023JJ00";""
"20489";"GM0620";"2024JJ00";""
"20515";"GM0863";"2020JJ00";""
"20516";"GM0863";"2021JJ00";""
"20517";"GM0863";"2022JJ00";""
"20518";"GM0863";"2023JJ00";""
"20519";"GM0863";"2024JJ00";""
"20545";"GM1961";"2020JJ00";"   56811"
"20546";"GM1961";"2021JJ00";"   57829"
"20547";"GM1961";"2022JJ00";"   58788"
"20548";"GM1961";"2023JJ00";"   60052"
"20549";"GM1961";"2024JJ00";"   61669"
"20575";"GM0622";"2020JJ00";"   73397"
"20576";"GM0622";"2021JJ00";"   73924"
"20577";"GM0622";"2022JJ00";"   74143"
"20578";"GM0622";"2023JJ00";"   75079"
"20579";"GM0622";"2024JJ00";"   76409"
"20605";"GM0048";"2020JJ00";""
"20606";"GM0048";"2021JJ00";""
"20607";"GM0048";"2022JJ00";""
"20608";"GM0048";"2023JJ00";""
"20609";"GM0048";"2024JJ00";""
"20635";"GM0132";"2020JJ00";""
"20636";"GM0132";"2021JJ00";""
"20637";"GM0132";"2022JJ00";""
"20638";"GM0132";"2023JJ00";""
"20639";"GM0132";"2024JJ00";""
"20665";"GM0347";"2020JJ00";""
"20666";"GM0347";"2021JJ00";""
"20667";"GM0347";"2022JJ00";""
"20668";"GM0347";"2023JJ00";""
"20669";"GM0347";"2024JJ00";""
"20695";"GM0096";"2020JJ00";"    1155"
"20696";"GM0096";"2021JJ00";"    1194"
"20697";"GM0096";"2022JJ00";"    1195"
"20698";"GM0096";"2023JJ00";"    1291"
"20699";"GM0096";"2024JJ00";"    1255"
"20725";"GM0864";"2020JJ00";""
"20726";"GM0864";"2021JJ00";""
"20727";"GM0864";"2022JJ00";""
"20728";"GM0864";"2023JJ00";""
"20729";"GM0864";"2024JJ00";""
"20755";"GM0718";"2020JJ00";"   44360"
"20756";"GM0718";"2021JJ00";"   44358"
"20757";"GM0718";"2022JJ00";"   44585"
"20758";"GM0718";"2023JJ00";"   45150"
"20759";"GM0718";"2024JJ00";"   45389"
"20785";"GM0623";"2020JJ00";""
"20786";"GM0623";"2021JJ00";""
"20787";"GM0623";"2022JJ00";""
"20788";"GM0623";"2023JJ00";""
"20789";"GM0623";"2024JJ00";""
"20815";"GM0986";"2020JJ00";"   12475"
"20816";"GM0986";"2021JJ00";"   12466"
"20817";"GM0986";"2022JJ00";"   12426"
"20818";"GM0986";"2023JJ00";"   12405"
"20819";"GM0986";"2024JJ00";"   12375"
"20845";"GM0624";"2020JJ00";""
"20846";"GM0624";"2021JJ00";""
"20847";"GM0624";"2022JJ00";""
"20848";"GM0624";"2023JJ00";""
"20849";"GM0624";"2024JJ00";""
"20875";"GM0625";"2020JJ00";""
"20876";"GM0625";"2021JJ00";""
"20877";"GM0625";"2022JJ00";""
"20878";"GM0625";"2023JJ00";""
"20879";"GM0625";"2024JJ00";""
"20905";"GM1992";"2020JJ00";""
"20906";"GM1992";"2021JJ00";""
"20907";"GM1992";"2022JJ00";""
"20908";"GM1992";"2023JJ00";"   73945"
"20909";"GM1992";"2024JJ00";"   74304"
"20935";"GM0626";"2020JJ00";"   25596"
"20936";"GM0626";"2021JJ00";"   25650"
"20937";"GM0626";"2022JJ00";"   25627"
"20938";"GM0626";"2023JJ00";"   25665"
"20939";"GM0626";"2024JJ00";"   25625"
"20965";"GM0285";"2020JJ00";"   24552"
"20966";"GM0285";"2021JJ00";"   24790"
"20967";"GM0285";"2022JJ00";"   24994"
"20968";"GM0285";"2023JJ00";"   25215"
"20969";"GM0285";"2024JJ00";"   25377"
"20995";"GM0286";"2020JJ00";""
"20996";"GM0286";"2021JJ00";""
"20997";"GM0286";"2022JJ00";""
"20998";"GM0286";"2023JJ00";""
"20999";"GM0286";"2024JJ00";""
"21025";"GM0133";"2020JJ00";""
"21026";"GM0133";"2021JJ00";""
"21027";"GM0133";"2022JJ00";""
"21028";"GM0133";"2023JJ00";""
"21029";"GM0133";"2024JJ00";""
"21055";"GM0186";"2020JJ00";""
"21056";"GM0186";"2021JJ00";""
"21057";"GM0186";"2022JJ00";""
"21058";"GM0186";"2023JJ00";""
"21059";"GM0186";"2024JJ00";""
"21085";"GM0865";"2020JJ00";"   26558"
"21086";"GM0865";"2021JJ00";"   31669"
"21087";"GM0865";"2022JJ00";"   31783"
"21088";"GM0865";"2023JJ00";"   32113"
"21089";"GM0865";"2024JJ00";"   32356"
"21115";"GM1949";"2020JJ00";"   46090"
"21116";"GM1949";"2021JJ00";"   46149"
"21117";"GM1949";"2022JJ00";"   46309"
"21118";"GM1949";"2023JJ00";"   46718"
"21119";"GM1949";"2024JJ00";"   46911"
"21145";"GM0866";"2020JJ00";"   17456"
"21146";"GM0866";"2021JJ00";"   17544"
"21147";"GM0866";"2022JJ00";"   17626"
"21148";"GM0866";"2023JJ00";"   17980"
"21149";"GM0866";"2024JJ00";"   17988"
"21175";"GM0867";"2020JJ00";"   48637"
"21176";"GM0867";"2021JJ00";"   48815"
"21177";"GM0867";"2022JJ00";"   49342"
"21178";"GM0867";"2023JJ00";"   49952"
"21179";"GM0867";"2024JJ00";"   50302"
"21205";"GM0627";"2020JJ00";"   29291"
"21206";"GM0627";"2021JJ00";"   30479"
"21207";"GM0627";"2022JJ00";"   31342"
"21208";"GM0627";"2023JJ00";"   32601"
"21209";"GM0627";"2024JJ00";"   34000"
"21235";"GM0289";"2020JJ00";"   39664"
"21236";"GM0289";"2021JJ00";"   39635"
"21237";"GM0289";"2022JJ00";"   39939"
"21238";"GM0289";"2023JJ00";"   40960"
"21239";"GM0289";"2024JJ00";"   42579"
"21265";"GM0628";"2020JJ00";""
"21266";"GM0628";"2021JJ00";""
"21267";"GM0628";"2022JJ00";""
"21268";"GM0628";"2023JJ00";""
"21269";"GM0628";"2024JJ00";""
"21295";"GM0291";"2020JJ00";""
"21296";"GM0291";"2021JJ00";""
"21297";"GM0291";"2022JJ00";""
"21298";"GM0291";"2023JJ00";""
"21299";"GM0291";"2024JJ00";""
"21325";"GM0869";"2020JJ00";""
"21326";"GM0869";"2021JJ00";""
"21327";"GM0869";"2022JJ00";""
"21328";"GM0869";"2023JJ00";""
"21329";"GM0869";"2024JJ00";""
"21355";"GM0629";"2020JJ00";"   26305"
"21356";"GM0629";"2021JJ00";"   26949"
"21357";"GM0629";"2022JJ00";"   27115"
"21358";"GM0629";"2023JJ00";"   27093"
"21359";"GM0629";"2024JJ00";"   27100"
"21385";"GM0630";"2020JJ00";""
"21386";"GM0630";"2021JJ00";""
"21387";"GM0630";"2022JJ00";""
"21388";"GM0630";"2023JJ00";""
"21389";"GM0630";"2024JJ00";""
"21415";"GM0852";"2020JJ00";"   17424"
"21416";"GM0852";"2021JJ00";"   17312"
"21417";"GM0852";"2022JJ00";"   17343"
"21418";"GM0852";"2023JJ00";"   17609"
"21419";"GM0852";"2024JJ00";"   17525"
"21445";"GM0188";"2020JJ00";""
"21446";"GM0188";"2021JJ00";""
"21447";"GM0188";"2022JJ00";""
"21448";"GM0188";"2023JJ00";""
"21449";"GM0188";"2024JJ00";""
"21475";"GM0988";"2020JJ00";"   50105"
"21476";"GM0988";"2021JJ00";"   50011"
"21477";"GM0988";"2022JJ00";"   50346"
"21478";"GM0988";"2023JJ00";"   50872"
"21479";"GM0988";"2024JJ00";"   51079"
"21505";"GM0457";"2020JJ00";"   19738"
"21506";"GM0457";"2021JJ00";"   20445"
"21507";"GM0457";"2022JJ00";"   20766"
"21508";"GM0457";"2023JJ00";""
"21509";"GM0457";"2024JJ00";""
"21535";"GM0292";"2020JJ00";""
"21536";"GM0292";"2021JJ00";""
"21537";"GM0292";"2022JJ00";""
"21538";"GM0292";"2023JJ00";""
"21539";"GM0292";"2024JJ00";""
"21565";"GM0870";"2020JJ00";""
"21566";"GM0870";"2021JJ00";""
"21567";"GM0870";"2022JJ00";""
"21568";"GM0870";"2023JJ00";""
"21569";"GM0870";"2024JJ00";""
"21595";"GM0459";"2020JJ00";""
"21596";"GM0459";"2021JJ00";""
"21597";"GM0459";"2022JJ00";""
"21598";"GM0459";"2023JJ00";""
"21599";"GM0459";"2024JJ00";""
"21625";"GM1960";"2020JJ00";"   51128"
"21626";"GM1960";"2021JJ00";"   51496"
"21627";"GM1960";"2022JJ00";"   51971"
"21628";"GM1960";"2023JJ00";"   52720"
"21629";"GM1960";"2024JJ00";"   52948"
"21655";"GM0668";"2020JJ00";"   19324"
"21656";"GM0668";"2021JJ00";"   19581"
"21657";"GM0668";"2022JJ00";"   19675"
"21658";"GM0668";"2023JJ00";"   20065"
"21659";"GM0668";"2024JJ00";"   20330"
"21685";"GM0134";"2020JJ00";""
"21686";"GM0134";"2021JJ00";""
"21687";"GM0134";"2022JJ00";""
"21688";"GM0134";"2023JJ00";""
"21689";"GM0134";"2024JJ00";""
"21715";"GM0871";"2020JJ00";""
"21716";"GM0871";"2021JJ00";""
"21717";"GM0871";"2022JJ00";""
"21718";"GM0871";"2023JJ00";""
"21719";"GM0871";"2024JJ00";""
"21745";"GM0558";"2020JJ00";""
"21746";"GM0558";"2021JJ00";""
"21747";"GM0558";"2022JJ00";""
"21748";"GM0558";"2023JJ00";""
"21749";"GM0558";"2024JJ00";""
"21775";"GM1969";"2020JJ00";"   63329"
"21776";"GM1969";"2021JJ00";"   63678"
"21777";"GM1969";"2022JJ00";"   64306"
"21778";"GM1969";"2023JJ00";"   64946"
"21779";"GM1969";"2024JJ00";"   64896"
"21805";"GM0725";"2020JJ00";""
"21806";"GM0725";"2021JJ00";""
"21807";"GM0725";"2022JJ00";""
"21808";"GM0725";"2023JJ00";""
"21809";"GM0725";"2024JJ00";""
"21835";"GM1701";"2020JJ00";"   19460"
"21836";"GM1701";"2021JJ00";"   19661"
"21837";"GM1701";"2022JJ00";"   19854"
"21838";"GM1701";"2023JJ00";"   19860"
"21839";"GM1701";"2024JJ00";"   20003"
"21865";"GM0293";"2020JJ00";"   14971"
"21866";"GM0293";"2021JJ00";"   15014"
"21867";"GM0293";"2022JJ00";"   14944"
"21868";"GM0293";"2023JJ00";"   15114"
"21869";"GM0293";"2024JJ00";"   15151"
"21895";"GM1950";"2020JJ00";"   25733"
"21896";"GM1950";"2021JJ00";"   26215"
"21897";"GM1950";"2022JJ00";"   26571"
"21898";"GM1950";"2023JJ00";"   26537"
"21899";"GM1950";"2024JJ00";"   26465"
"21925";"GM0726";"2020JJ00";""
"21926";"GM0726";"2021JJ00";""
"21927";"GM0726";"2022JJ00";""
"21928";"GM0726";"2023JJ00";""
"21929";"GM0726";"2024JJ00";""
"21955";"GM1783";"2020JJ00";"  110375"
"21956";"GM1783";"2021JJ00";"  111382"
"21957";"GM1783";"2022JJ00";"  112448"
"21958";"GM1783";"2023JJ00";"  114887"
"21959";"GM1783";"2024JJ00";"  115941"
"21985";"GM0098";"2020JJ00";"   25914"
"21986";"GM0098";"2021JJ00";"   26130"
"21987";"GM0098";"2022JJ00";"   26278"
"21988";"GM0098";"2023JJ00";"   26467"
"21989";"GM0098";"2024JJ00";"   26487"
"22015";"GM0614";"2020JJ00";"   14731"
"22016";"GM0614";"2021JJ00";"   14900"
"22017";"GM0614";"2022JJ00";"   14960"
"22018";"GM0614";"2023JJ00";""
"22019";"GM0614";"2024JJ00";""
"22045";"GM0189";"2020JJ00";"   24446"
"22046";"GM0189";"2021JJ00";"   24538"
"22047";"GM0189";"2022JJ00";"   24643"
"22048";"GM0189";"2023JJ00";"   24862"
"22049";"GM0189";"2024JJ00";"   24931"
"22075";"GM0462";"2020JJ00";""
"22076";"GM0462";"2021JJ00";""
"22077";"GM0462";"2022JJ00";""
"22078";"GM0462";"2023JJ00";""
"22079";"GM0462";"2024JJ00";""
"22105";"GM0463";"2020JJ00";""
"22106";"GM0463";"2021JJ00";""
"22107";"GM0463";"2022JJ00";""
"22108";"GM0463";"2023JJ00";""
"22109";"GM0463";"2024JJ00";""
"22135";"GM0296";"2020JJ00";"   41110"
"22136";"GM0296";"2021JJ00";"   41261"
"22137";"GM0296";"2022JJ00";"   41344"
"22138";"GM0296";"2023JJ00";"   41537"
"22139";"GM0296";"2024JJ00";"   41545"
"22165";"GM1696";"2020JJ00";"   24358"
"22166";"GM1696";"2021JJ00";"   24463"
"22167";"GM1696";"2022JJ00";"   24494"
"22168";"GM1696";"2023JJ00";"   24659"
"22169";"GM1696";"2024JJ00";"   24605"
"22195";"GM0190";"2020JJ00";""
"22196";"GM0190";"2021JJ00";""
"22197";"GM0190";"2022JJ00";""
"22198";"GM0190";"2023JJ00";""
"22199";"GM0190";"2024JJ00";""
"22225";"GM0135";"2020JJ00";""
"22226";"GM0135";"2021JJ00";""
"22227";"GM0135";"2022JJ00";""
"22228";"GM0135";"2023JJ00";""
"22229";"GM0135";"2024JJ00";""
"22255";"GM0352";"2020JJ00";"   23914"
"22256";"GM0352";"2021JJ00";"   23925"
"22257";"GM0352";"2022JJ00";"   23921"
"22258";"GM0352";"2023JJ00";"   23995"
"22259";"GM0352";"2024JJ00";"   23945"
"22285";"GM0872";"2020JJ00";""
"22286";"GM0872";"2021JJ00";""
"22287";"GM0872";"2022JJ00";""
"22288";"GM0872";"2023JJ00";""
"22289";"GM0872";"2024JJ00";""
"22315";"GM0052";"2020JJ00";""
"22316";"GM0052";"2021JJ00";""
"22317";"GM0052";"2022JJ00";""
"22318";"GM0052";"2023JJ00";""
"22319";"GM0052";"2024JJ00";""
"22345";"GM0053";"2020JJ00";""
"22346";"GM0053";"2021JJ00";""
"22347";"GM0053";"2022JJ00";""
"22348";"GM0053";"2023JJ00";""
"22349";"GM0053";"2024JJ00";""
"22375";"GM0294";"2020JJ00";"   28854"
"22376";"GM0294";"2021JJ00";"   29022"
"22377";"GM0294";"2022JJ00";"   29185"
"22378";"GM0294";"2023JJ00";"   29253"
"22379";"GM0294";"2024JJ00";"   29231"
"22405";"GM0295";"2020JJ00";""
"22406";"GM0295";"2021JJ00";""
"22407";"GM0295";"2022JJ00";""
"22408";"GM0295";"2023JJ00";""
"22409";"GM0295";"2024JJ00";""
"22435";"GM0990";"2020JJ00";""
"22436";"GM0990";"2021JJ00";""
"22437";"GM0990";"2022JJ00";""
"22438";"GM0990";"2023JJ00";""
"22439";"GM0990";"2024JJ00";""
"22465";"GM0873";"2020JJ00";"   21876"
"22466";"GM0873";"2021JJ00";"   22028"
"22467";"GM0873";"2022JJ00";"   22112"
"22468";"GM0873";"2023JJ00";"   22191"
"22469";"GM0873";"2024JJ00";"   22208"
"22495";"GM0632";"2020JJ00";"   52299"
"22496";"GM0632";"2021JJ00";"   52694"
"22497";"GM0632";"2022JJ00";"   52882"
"22498";"GM0632";"2023JJ00";"   53244"
"22499";"GM0632";"2024JJ00";"   53724"
"22525";"GM0466";"2020JJ00";""
"22526";"GM0466";"2021JJ00";""
"22527";"GM0466";"2022JJ00";""
"22528";"GM0466";"2023JJ00";""
"22529";"GM0466";"2024JJ00";""
"22555";"GM1690";"2020JJ00";"   24330"
"22556";"GM1690";"2021JJ00";"   24374"
"22557";"GM1690";"2022JJ00";"   24511"
"22558";"GM1690";"2023JJ00";"   24602"
"22559";"GM1690";"2024JJ00";"   24580"
"22585";"GM0880";"2020JJ00";"   16270"
"22586";"GM0880";"2021JJ00";"   16333"
"22587";"GM0880";"2022JJ00";"   16381"
"22588";"GM0880";"2023JJ00";"   16612"
"22589";"GM0880";"2024JJ00";"   16552"
"22615";"GM0351";"2020JJ00";"   13362"
"22616";"GM0351";"2021JJ00";"   13639"
"22617";"GM0351";"2022JJ00";"   13873"
"22618";"GM0351";"2023JJ00";"   14358"
"22619";"GM0351";"2024JJ00";"   14637"
"22645";"GM0874";"2020JJ00";""
"22646";"GM0874";"2021JJ00";""
"22647";"GM0874";"2022JJ00";""
"22648";"GM0874";"2023JJ00";""
"22649";"GM0874";"2024JJ00";""
"22675";"GM0875";"2020JJ00";""
"22676";"GM0875";"2021JJ00";""
"22677";"GM0875";"2022JJ00";""
"22678";"GM0875";"2023JJ00";""
"22679";"GM0875";"2024JJ00";""
"22705";"GM0710";"2020JJ00";""
"22706";"GM0710";"2021JJ00";""
"22707";"GM0710";"2022JJ00";""
"22708";"GM0710";"2023JJ00";""
"22709";"GM0710";"2024JJ00";""
"22735";"GM0683";"2020JJ00";""
"22736";"GM0683";"2021JJ00";""
"22737";"GM0683";"2022JJ00";""
"22738";"GM0683";"2023JJ00";""
"22739";"GM0683";"2024JJ00";""
"22765";"GM0479";"2020JJ00";"  156794"
"22766";"GM0479";"2021JJ00";"  156901"
"22767";"GM0479";"2022JJ00";"  157166"
"22768";"GM0479";"2023JJ00";"  159618"
"22769";"GM0479";"2024JJ00";"  161389"
"22795";"GM0297";"2020JJ00";"   28881"
"22796";"GM0297";"2021JJ00";"   29447"
"22797";"GM0297";"2022JJ00";"   29957"
"22798";"GM0297";"2023JJ00";"   30349"
"22799";"GM0297";"2024JJ00";"   30385"
"22825";"GM0473";"2020JJ00";"   17116"
"22826";"GM0473";"2021JJ00";"   17168"
"22827";"GM0473";"2022JJ00";"   17107"
"22828";"GM0473";"2023JJ00";"   17542"
"22829";"GM0473";"2024JJ00";"   17469"
"22855";"GM0707";"2020JJ00";""
"22856";"GM0707";"2021JJ00";""
"22857";"GM0707";"2022JJ00";""
"22858";"GM0707";"2023JJ00";""
"22859";"GM0707";"2024JJ00";""
"22885";"GM0478";"2020JJ00";""
"22886";"GM0478";"2021JJ00";""
"22887";"GM0478";"2022JJ00";""
"22888";"GM0478";"2023JJ00";""
"22889";"GM0478";"2024JJ00";""
"22915";"GM0050";"2020JJ00";"   22653"
"22916";"GM0050";"2021JJ00";"   22879"
"22917";"GM0050";"2022JJ00";"   23348"
"22918";"GM0050";"2023JJ00";"   23692"
"22919";"GM0050";"2024JJ00";"   23899"
"22945";"GM0355";"2020JJ00";"   64905"
"22946";"GM0355";"2021JJ00";"   65043"
"22947";"GM0355";"2022JJ00";"   65987"
"22948";"GM0355";"2023JJ00";"   66629"
"22949";"GM0355";"2024JJ00";"   66641"
"22975";"GM0298";"2020JJ00";""
"22976";"GM0298";"2021JJ00";""
"22977";"GM0298";"2022JJ00";""
"22978";"GM0298";"2023JJ00";""
"22979";"GM0298";"2024JJ00";""
"23005";"GM0299";"2020JJ00";"   43750"
"23006";"GM0299";"2021JJ00";"   44096"
"23007";"GM0299";"2022JJ00";"   44645"
"23008";"GM0299";"2023JJ00";"   45042"
"23009";"GM0299";"2024JJ00";"   45041"
"23035";"GM0878";"2020JJ00";""
"23036";"GM0878";"2021JJ00";""
"23037";"GM0878";"2022JJ00";""
"23038";"GM0878";"2023JJ00";""
"23039";"GM0878";"2024JJ00";""
"23065";"GM1666";"2020JJ00";""
"23066";"GM1666";"2021JJ00";""
"23067";"GM1666";"2022JJ00";""
"23068";"GM1666";"2023JJ00";""
"23069";"GM1666";"2024JJ00";""
"23095";"GM0732";"2020JJ00";""
"23096";"GM0732";"2021JJ00";""
"23097";"GM0732";"2022JJ00";""
"23098";"GM0732";"2023JJ00";""
"23099";"GM0732";"2024JJ00";""
"23125";"GM0476";"2020JJ00";""
"23126";"GM0476";"2021JJ00";""
"23127";"GM0476";"2022JJ00";""
"23128";"GM0476";"2023JJ00";""
"23129";"GM0476";"2024JJ00";""
"23155";"GM0637";"2020JJ00";"  125285"
"23156";"GM0637";"2021JJ00";"  125267"
"23157";"GM0637";"2022JJ00";"  125767"
"23158";"GM0637";"2023JJ00";"  126998"
"23159";"GM0637";"2024JJ00";"  128434"
"23185";"GM0638";"2020JJ00";"    8605"
"23186";"GM0638";"2021JJ00";"    8843"
"23187";"GM0638";"2022JJ00";"    9302"
"23188";"GM0638";"2023JJ00";"    9443"
"23189";"GM0638";"2024JJ00";"    9732"
"23215";"GM0056";"2020JJ00";""
"23216";"GM0056";"2021JJ00";""
"23217";"GM0056";"2022JJ00";""
"23218";"GM0056";"2023JJ00";""
"23219";"GM0056";"2024JJ00";""
"23245";"GM0136";"2020JJ00";""
"23246";"GM0136";"2021JJ00";""
"23247";"GM0136";"2022JJ00";""
"23248";"GM0136";"2023JJ00";""
"23249";"GM0136";"2024JJ00";""
"23275";"GM1892";"2020JJ00";"   43885"
"23276";"GM1892";"2021JJ00";"   45064"
"23277";"GM1892";"2022JJ00";"   45794"
"23278";"GM1892";"2023JJ00";"   46981"
"23279";"GM1892";"2024JJ00";"   47843"
"23305";"GM0137";"2020JJ00";""
"23306";"GM0137";"2021JJ00";""
"23307";"GM0137";"2022JJ00";""
"23308";"GM0137";"2023JJ00";""
"23309";"GM0137";"2024JJ00";""
"23335";"GM0879";"2020JJ00";"   21829"
"23336";"GM0879";"2021JJ00";"   21988"
"23337";"GM0879";"2022JJ00";"   22260"
"23338";"GM0879";"2023JJ00";"   22518"
"23339";"GM0879";"2024JJ00";"   22553"
"23365";"GM0301";"2020JJ00";"   47934"
"23366";"GM0301";"2021JJ00";"   48111"
"23367";"GM0301";"2022JJ00";"   48330"
"23368";"GM0301";"2023JJ00";"   48510"
"23369";"GM0301";"2024JJ00";"   48752"
"23395";"GM1896";"2020JJ00";"   22685"
"23396";"GM1896";"2021JJ00";"   22823"
"23397";"GM1896";"2022JJ00";"   23012"
"23398";"GM1896";"2023JJ00";"   23368"
"23399";"GM1896";"2024JJ00";"   23448"
"23425";"GM0192";"2020JJ00";""
"23426";"GM0192";"2021JJ00";""
"23427";"GM0192";"2022JJ00";""
"23428";"GM0192";"2023JJ00";""
"23429";"GM0192";"2024JJ00";""
"23455";"GM0138";"2020JJ00";""
"23456";"GM0138";"2021JJ00";""
"23457";"GM0138";"2022JJ00";""
"23458";"GM0138";"2023JJ00";""
"23459";"GM0138";"2024JJ00";""
"23485";"GM0642";"2020JJ00";"   44737"
"23486";"GM0642";"2021JJ00";"   44775"
"23487";"GM0642";"2022JJ00";"   44789"
"23488";"GM0642";"2023JJ00";"   45018"
"23489";"GM0642";"2024JJ00";"   44874"
"23515";"GM0193";"2020JJ00";"  128840"
"23516";"GM0193";"2021JJ00";"  129840"
"23517";"GM0193";"2022JJ00";"  130668"
"23518";"GM0193";"2023JJ00";"  132411"
"23519";"GM0193";"2024JJ00";"  133141"
